Time (s),AF1,AF2,AF7,AF8,AFZ,C1,C2,C3,C4,C5,C6,CP1,CP2,CP3,CP4,CP5,CP6,CPZ,CZ,F1,F2,F3,F4,F5,F6,F7,F8,FC1,FC2,FC3,FC4,FC5,FC6,FCZ,FP1,FP2,FPZ,FT7,FT8,FZ,O1,O2,OZ,P1,P2,P3,P4,P5,P6,P7,P8,PO1,PO2,PO7,PO8,POZ,PZ,T7,T8,TP7,TP8,X,Y,nd
0.54296875,5.666,3.571,10.488,2.187,3.408,-0.153,2.747,-4.669,1.027,-8.586,-4.608,2.136,-3.276,5.961,-4.73,-2.787,-3.204,0.01,24.628,2.523,5.9,0.397,3.896,-2.452,0.417,13.357,2.289,1.801,1.953,1.333,4.873,-10.732,-4.934,2.024,7.192,3.764,6.093,-8.209,-12.115,2.858,-5.768,-6.012,-6.104,-1.383,-5.839,-2.767,-6.734,-4.924,-8.28,-9.196,-11.139,-3.713,-8.708,-7.812,-7.538,-6.266,-4.262,-6.805,-4.374,-2.502,-12.36,4.008,8.525,8.189
0.546875,9.084,4.547,-0.254,-1.231,5.361,-0.641,6.165,-3.693,14.211,-11.027,-6.073,1.16,-4.74,4.496,-5.707,-1.322,11.444,-1.455,21.21,3.499,8.341,-0.58,6.826,-1.475,0.417,9.45,-6.5,2.777,3.906,2.309,1.455,-7.802,-5.422,3.489,4.751,0.346,-0.743,-15.045,-15.533,5.3,-13.58,-12.36,-13.428,-5.29,-8.769,-5.697,-9.176,-8.341,-9.745,-11.149,-15.045,-9.572,-12.614,-15.625,-9.979,-12.126,-6.704,-13.153,-11.698,-6.409,-13.824,-0.387,4.13,5.747
0.55078125,10.061,6.012,-7.579,6.582,7.314,5.219,1.77,2.655,0.539,-8.097,-6.561,-0.305,-5.229,0.59,-5.707,-3.276,-8.575,-2.431,17.792,5.452,8.341,1.373,8.779,1.943,2.37,2.614,-6.989,4.242,4.395,2.309,-3.428,-3.408,-1.516,4.954,1.821,-0.142,-1.231,-5.28,-4.791,7.253,-18.951,-16.266,-17.822,-7.731,-10.722,-8.138,-10.152,-9.806,-10.722,-9.684,-16.022,-12.99,-13.59,-39.062,-11.932,-15.055,-7.68,-14.618,-12.675,-8.362,-11.871,-1.363,0.712,1.841
0.5546875,9.572,8.453,-5.137,18.789,8.779,2.289,2.258,1.19,1.516,2.157,-4.12,-1.282,-4.252,-2.828,-4.242,6.978,0.702,-1.943,19.257,7.406,7.853,5.28,8.779,7.802,6.276,-0.315,2.289,4.242,3.906,0.844,-2.94,-0.478,5.32,5.442,0.844,1.811,5.117,15.228,9.857,8.23,-17.975,-15.778,-16.357,-7.731,-9.745,-8.626,-9.176,-7.853,-9.745,-6.266,-12.604,-12.99,-11.637,-6.348,-4.608,-14.567,-6.704,-9.735,-7.304,-5.432,-7.965,1.567,2.665,0.865
0.55859375,8.108,10.895,6.093,25.625,9.267,3.265,0.793,4.12,1.516,14.364,1.74,-1.77,-3.276,-4.293,-2.289,0.142,-5.646,-0.966,24.628,8.382,7.853,8.209,6.826,11.22,11.648,4.079,14.496,3.754,3.906,-0.621,3.408,0.01,12.156,5.442,3.286,6.694,11.953,30.365,14.74,8.718,-12.115,-10.895,-10.986,-5.29,-7.304,-6.673,-6.734,-4.924,-7.792,-3.337,-6.744,-9.572,-8.708,-8.789,-6.073,-10.661,-4.262,-1.434,0.997,-0.549,-3.082,7.426,9.013,3.306
0.5625,6.154,11.871,16.347,21.718,9.267,6.195,0.305,10.956,4.445,20.711,8.087,-1.77,-1.322,-4.293,-0.336,6.49,-2.716,-0.478,30.487,7.894,8.341,8.209,5.361,10.244,14.577,11.403,20.355,2.289,3.906,-0.132,10.244,-1.943,15.086,4.954,6.704,9.135,11.953,27.435,5.463,8.23,-6.744,-6.012,-6.104,-2.848,-4.862,-4.232,-4.293,-2.482,-4.862,-2.848,-2.838,-6.154,-6.266,-5.371,-5.096,-7.731,-2.797,5.402,5.391,3.845,-0.153,11.82,14.384,6.724
0.56640625,5.666,11.383,17.812,8.046,8.779,5.707,-1.648,6.073,-9.715,14.852,10.529,-1.77,-0.346,-2.828,1.617,11.861,-6.622,0.498,32.928,5.941,9.318,5.768,5.849,4.384,13.112,15.798,14.496,1.801,5.371,1.821,12.197,-3.896,12.644,3.977,7.192,8.158,5.117,8.392,-6.744,7.741,-5.768,-5.035,-5.615,-1.383,-3.886,-2.767,-2.828,-2.482,-3.886,-4.313,-3.326,-4.69,-6.266,7.812,7.111,-6.266,-2.797,8.82,3.927,3.845,-0.153,12.797,15.361,7.701
0.5703125,5.178,9.43,9.023,-8.555,7.314,6.195,-1.16,17.792,1.027,0.203,6.134,-0.793,-0.834,-1.363,1.129,14.791,-6.134,-0.478,30.487,4.476,8.341,3.326,7.802,-1.475,8.718,10.915,-0.153,3.265,5.859,3.774,6.826,-4.873,6.297,3.977,3.774,3.276,-1.719,-10.651,-11.139,6.765,-9.674,-7.477,-8.545,-2.848,-4.862,-3.255,-3.805,-4.435,-4.862,-6.755,-7.721,-6.154,-8.219,-14.16,-11.932,-8.219,-3.774,7.843,-2.421,0.427,-4.059,9.867,10.966,4.771
0.57421875,5.178,6.989,-3.672,-20.274,5.849,-0.641,4.211,-6.622,7.375,-11.027,-2.655,0.183,-1.811,0.59,-0.824,9.908,-0.763,-0.478,25.116,3.988,6.388,3.815,8.291,-1.963,4.323,-0.315,-13.824,5.219,4.883,5.727,-0.498,-2.431,-1.516,3.489,-0.621,-2.096,-2.207,-15.045,-4.791,5.788,-13.092,-10.406,-11.475,-3.825,-6.327,-3.743,-5.269,-4.924,-7.304,-7.243,-12.115,-8.596,-8.708,-4.883,-0.702,-10.173,-4.751,5.89,-9.257,-3.479,-8.942,5.961,4.13,-0.112
0.578125,4.201,4.547,-10.02,-20.762,4.384,6.195,5.676,8.026,17.141,-10.05,-9.979,1.648,-2.787,3.031,-2.777,8.931,-1.74,-0.478,21.698,5.452,3.947,6.744,5.849,3.408,2.37,-10.081,-17.242,6.683,2.93,6.704,-4.893,1.963,-7.375,3.977,-2.574,-4.537,4.14,-3.326,4.486,5.3,-12.115,-9.918,-10.498,-3.825,-6.327,-3.743,-6.734,-3.459,-8.769,-4.801,-13.092,-8.108,-6.755,-24.902,-14.374,-9.196,-3.286,5.402,-12.675,-2.502,-11.871,4.008,0.712,-2.553
0.58203125,4.69,4.059,-4.649,-8.067,3.896,0.336,1.282,7.05,-2.391,1.18,-11.444,3.113,-3.276,5.473,-3.754,12.349,-4.181,0.498,22.675,6.917,2.482,10.162,1.943,9.755,1.394,-10.569,-9.43,6.683,0.0,7.192,-4.405,6.846,-8.84,3.489,-0.621,-2.096,11.464,11.81,6.927,4.812,-6.744,-6.5,-5.615,-1.383,-4.374,-2.279,-6.246,-0.041,-7.792,-0.895,-9.674,-4.69,-3.337,1.465,-7.538,-5.778,-0.844,7.843,-10.234,2.38,-11.871,4.985,2.665,-0.6
0.5859375,5.666,4.547,8.046,11.953,5.361,1.312,2.258,-0.275,3.469,12.41,-7.538,3.601,-2.299,7.426,-2.777,-17.436,5.096,1.475,26.581,6.917,2.482,10.651,-1.963,12.197,-0.071,0.173,4.242,4.73,-0.977,6.704,-0.987,8.311,-6.887,3.001,4.262,3.276,12.441,16.205,2.045,4.812,0.092,-1.617,-0.244,1.058,-1.933,-0.326,-3.805,1.912,-4.862,2.035,-5.768,-0.783,0.081,-3.906,-2.167,-1.383,1.109,9.308,-3.886,8.24,-8.942,7.914,8.036,4.771
0.58984375,6.154,4.547,18.789,29.043,5.849,5.219,3.723,9.003,2.004,12.899,-0.702,3.601,-0.834,6.449,-1.312,7.467,9.003,1.963,29.999,5.452,3.459,6.744,-2.452,7.802,-3.489,14.821,13.031,2.777,0.0,4.262,3.408,4.405,-2.981,2.513,8.169,8.647,7.558,5.463,-3.815,4.323,2.533,0.824,1.709,2.035,0.02,0.651,-1.363,0.936,-1.933,1.546,-4.303,0.682,0.081,0.488,1.74,0.081,1.109,7.843,2.95,10.681,-5.035,9.867,11.943,9.165
0.59375,5.666,4.059,19.277,31.972,5.361,14.008,0.305,28.534,-4.832,3.621,3.693,2.136,0.142,3.52,0.153,6.002,-9.064,1.475,30.487,3.011,4.924,1.862,0.478,-0.01,-5.442,22.146,12.543,1.801,2.441,1.333,6.337,-2.92,0.437,2.513,8.169,10.111,1.211,-9.186,-4.303,4.323,-0.885,-0.641,-1.221,0.57,-0.468,-0.326,-0.387,-1.994,-1.444,-0.895,-5.768,-0.783,-2.36,-8.301,-6.561,-1.872,-0.356,2.96,5.88,7.751,-2.594,9.867,11.943,9.165
0.59765625,4.201,2.594,9.023,18.789,4.384,-2.106,2.258,-10.529,5.91,-5.656,3.693,0.671,0.142,0.59,0.641,12.349,3.143,0.498,28.534,2.523,5.9,0.397,4.873,-3.428,-3.977,16.774,5.707,1.801,4.883,-0.621,6.337,-8.779,3.367,3.001,5.239,6.694,-1.231,-15.045,-0.397,3.835,-6.744,-4.547,-5.615,-1.383,-2.421,-2.767,-1.851,-4.435,-2.421,-3.825,-8.209,-4.201,-4.801,-3.418,5.157,-5.29,-2.309,-2.411,4.903,1.404,-2.106,7.426,8.036,5.747
0.6015625,3.713,1.617,-4.161,-1.719,2.92,11.078,-3.113,22.675,-6.297,-6.632,1.74,-0.305,-0.834,-0.875,0.153,16.744,-8.087,-0.478,26.093,3.499,6.388,3.326,8.291,-0.01,1.882,3.103,-0.641,3.754,4.883,1.333,1.455,-7.802,5.32,3.489,1.333,0.834,1.211,-8.209,4.486,4.323,-10.651,-7.477,-8.545,-3.337,-4.374,-3.743,-3.316,-3.947,-4.374,-4.801,-8.209,-6.643,-6.266,-7.324,-12.421,-7.243,-3.286,-4.364,0.997,-3.479,-3.082,5.473,4.13,1.841
0.60546875,4.201,2.594,-10.508,-13.438,3.408,1.801,3.235,0.214,2.981,1.18,0.275,0.671,-1.811,1.078,-0.824,1.119,3.632,-0.478,25.604,6.917,6.388,10.162,7.802,6.337,8.718,-9.593,-1.617,6.195,3.418,6.704,-3.428,-0.478,6.785,3.977,-0.132,-2.584,6.093,5.463,7.416,5.3,-8.698,-6.989,-7.568,-2.848,-4.862,-3.255,-4.293,-1.506,-4.374,-2.36,-5.768,-6.154,-5.29,2.441,-6.073,-7.243,-2.797,-0.946,-0.956,-3.967,-2.594,5.473,4.618,-0.112
0.609375,5.666,5.035,-6.114,-9.043,5.361,3.265,4.211,5.096,8.84,9.969,0.275,1.648,-2.299,4.008,-0.824,19.185,2.167,0.01,27.069,9.847,5.412,15.045,4.384,10.244,10.671,-11.058,1.801,7.66,0.977,12.075,-5.87,7.334,7.762,4.466,1.821,-0.631,9.511,18.646,6.927,6.765,-3.815,-3.571,-3.662,-1.383,-3.886,-1.302,-3.805,1.424,-2.909,1.546,-3.326,-3.713,-2.848,-1.465,-7.538,-4.801,-1.333,4.913,0.997,1.404,-1.129,6.938,8.525,2.33
0.61328125,7.131,7.965,4.629,6.093,7.314,0.336,2.747,-0.763,2.492,14.364,1.251,3.113,-1.811,6.938,0.153,14.791,-3.204,0.498,27.557,10.335,3.947,15.045,0.478,10.244,6.765,-0.315,6.195,7.66,-0.488,14.028,-2.94,11.729,6.785,3.977,5.239,5.229,10.0,25.97,4.486,7.253,0.58,-0.641,-0.244,0.57,-2.421,0.651,-2.34,2.889,-1.444,4.964,-2.35,-0.783,-1.872,-9.766,-1.19,-2.36,-0.844,9.796,6.368,9.216,0.824,9.379,13.407,6.236
0.6171875,8.108,9.43,12.441,17.812,8.291,8.636,0.793,9.979,-4.344,14.364,1.74,3.601,-0.834,7.426,0.153,6.49,3.143,0.987,27.069,8.87,2.97,11.139,-1.475,7.802,-0.071,14.333,7.172,7.66,-0.488,13.051,2.431,10.752,4.344,3.489,8.169,11.088,9.023,25.97,2.045,6.765,1.556,0.824,1.221,1.546,-1.444,1.628,-1.851,2.889,-0.468,6.917,-3.326,-0.295,-1.872,-2.93,12.482,-1.872,-0.356,10.284,9.298,15.564,1.801,10.356,16.825,8.677
0.62109375,7.619,7.965,13.906,16.347,7.314,0.336,6.165,5.096,8.84,13.875,1.251,3.113,-0.346,5.961,0.153,11.861,1.19,0.987,26.581,5.941,3.459,6.744,-0.987,6.826,-3.977,22.634,4.73,6.195,0.977,10.122,5.361,7.823,0.926,3.489,8.169,11.576,8.046,21.088,-1.373,4.812,0.092,-0.153,0.244,1.058,-1.933,1.628,-1.363,2.401,-1.444,6.429,-5.768,-0.783,-2.848,-1.953,6.622,-2.36,-0.844,6.866,4.903,18.494,0.336,10.844,16.337,8.677
0.625,6.154,5.035,10.976,6.093,5.361,5.219,-0.671,12.421,-0.437,13.387,-0.214,2.136,0.142,4.008,0.153,2.096,2.655,0.987,27.069,3.988,3.947,5.28,1.455,8.291,-1.048,19.704,0.824,4.73,2.93,7.192,4.873,6.358,-1.027,3.001,7.192,6.694,8.046,12.787,-3.326,3.347,-0.885,-1.617,-1.221,0.57,-2.421,1.628,-1.851,3.377,-2.421,5.452,-6.744,-1.76,-2.848,-0.488,3.693,-2.848,-0.844,2.96,-4.862,16.052,-3.082,11.332,14.384,7.701
0.62890625,5.178,3.571,9.511,-2.696,3.896,6.683,-1.16,2.655,-3.855,10.946,-0.702,1.16,-0.346,3.031,0.641,11.373,-7.111,0.987,29.999,3.011,5.412,5.768,4.873,9.267,5.788,9.939,-3.082,3.265,3.906,4.262,2.92,5.87,-1.516,2.513,6.215,0.834,7.558,2.533,-4.303,2.858,-0.397,-1.617,-0.732,0.57,-1.933,1.628,-1.851,4.842,-1.933,4.476,-5.768,-1.272,-1.872,-12.695,-5.096,-2.36,0.132,2.96,-14.628,10.681,-5.524,12.797,12.919,6.236
0.6328125,3.713,4.059,13.418,-1.231,3.896,6.683,3.235,17.303,10.305,4.598,-0.214,1.16,0.142,3.031,1.129,-6.694,-2.228,1.475,33.905,3.011,5.412,5.28,6.337,7.802,11.648,3.103,-6.5,1.801,3.418,2.309,3.896,3.916,-0.539,2.024,6.215,-1.607,5.605,-6.744,-2.838,2.858,1.556,-0.641,1.221,1.546,-1.444,1.628,-1.851,5.819,-0.468,3.499,-3.326,0.193,-0.407,-22.461,-18.28,-0.895,0.621,7.355,-16.093,4.333,-5.524,15.238,12.431,6.236
0.63671875,3.713,6.989,18.789,8.535,5.361,4.242,-4.089,6.561,-12.644,-4.679,0.275,2.136,0.142,4.496,1.617,28.463,4.12,1.963,36.346,2.523,5.412,2.838,6.337,3.408,11.648,3.591,-8.453,0.824,2.441,0.356,4.873,0.01,1.414,1.536,6.704,0.834,3.652,-10.162,1.068,2.858,3.021,1.801,2.197,2.523,-0.468,1.628,-1.363,4.842,0.02,1.546,-1.373,1.658,0.081,-14.16,18.341,0.57,1.109,13.214,-8.28,-0.061,-4.059,15.727,10.966,7.212
0.640625,3.713,9.43,20.254,15.859,6.337,17.426,-6.042,38.788,-12.156,-9.074,1.251,3.113,0.142,5.473,1.129,11.373,-6.622,2.452,34.882,2.035,4.435,-0.58,4.384,0.478,4.812,8.962,-6.5,1.312,1.465,0.844,4.384,-3.408,1.902,1.048,7.192,7.182,3.164,-7.721,5.463,2.858,1.068,2.289,1.709,2.523,-0.468,1.628,-1.363,1.424,-0.956,-1.872,-0.397,1.17,-0.407,-25.391,-16.327,0.081,0.621,15.167,4.903,-1.526,-2.594,14.262,8.525,7.701
0.64453125,4.69,9.43,14.394,13.906,6.337,-10.406,8.118,-39.825,11.77,-6.632,1.74,4.089,-0.346,6.449,-0.336,21.627,10.956,1.475,30.487,2.523,3.459,-0.58,1.943,0.478,-4.466,11.403,0.824,2.289,1.465,3.774,2.431,-2.431,1.902,1.048,6.704,12.553,5.117,0.092,7.416,2.858,-2.35,1.312,-1.221,1.058,-1.933,1.139,-2.828,-1.994,-2.909,-5.778,-1.862,-0.783,-1.872,18.066,14.923,-1.872,-0.356,10.773,13.204,-0.549,-1.617,11.332,6.571,6.724
0.6484375,6.154,6.5,4.629,5.605,5.361,1.312,1.282,3.632,5.91,1.668,1.74,4.089,-1.322,8.403,-1.312,12.349,3.143,0.987,25.604,4.476,2.97,3.815,-0.01,4.384,-9.837,6.032,11.566,4.242,1.465,8.169,0.966,3.428,1.414,1.536,5.727,13.529,8.046,7.416,4.486,3.347,-6.744,-2.594,-4.639,-0.407,-3.398,-0.326,-3.805,-2.97,-4.862,-7.731,-3.326,-3.713,-3.825,4.883,2.716,-4.313,-1.821,2.472,13.204,1.404,-2.594,9.379,6.571,5.747
0.65234375,7.619,2.594,-3.672,-0.743,4.384,-3.571,9.094,-6.622,20.559,8.016,1.251,3.601,-1.811,8.403,-2.289,-4.252,1.19,0.498,22.675,6.429,3.459,11.139,0.478,8.291,-8.86,-3.245,17.914,5.707,0.977,10.61,0.966,9.776,0.926,2.024,5.239,10.111,9.023,11.81,-2.35,3.835,-8.698,-4.547,-6.592,-1.383,-3.886,-0.326,-4.293,-1.994,-4.374,-6.266,-4.303,-5.666,-4.801,5.859,3.204,-6.266,-1.821,-3.876,5.391,2.869,-2.594,9.867,9.989,4.771
0.65625,8.108,1.129,-5.625,0.722,4.384,7.172,-2.625,10.468,-16.062,9.969,0.763,3.113,-1.811,7.426,-2.289,12.349,-0.275,0.498,23.163,8.382,3.459,15.533,2.431,11.22,-2.024,-8.128,16.449,6.195,0.488,9.633,0.966,11.241,1.414,2.513,5.239,4.74,7.558,13.275,-5.768,4.323,-7.721,-4.547,-5.615,-0.895,-3.398,0.163,-3.805,0.936,-2.909,-1.383,-3.815,-5.178,-3.825,1.465,3.204,-5.778,-1.333,-4.852,-1.933,3.845,-0.641,11.82,14.384,5.259
0.66015625,7.619,2.594,-1.231,10.0,4.873,2.777,2.747,-2.228,2.004,9.481,-0.214,2.136,-1.322,4.496,-1.312,-3.764,1.19,0.987,26.581,8.87,3.947,15.533,4.384,14.15,6.276,-2.268,6.683,5.219,0.0,6.704,-0.498,5.381,2.879,2.024,5.727,1.811,8.046,15.717,-1.373,4.812,-3.815,-1.617,-1.709,0.57,-1.444,1.139,-1.851,3.866,-0.468,4.476,-1.862,-3.225,-0.895,-5.371,8.087,-3.337,-0.356,0.519,-2.421,6.287,2.289,14.75,17.314,6.236
0.6640625,7.131,5.524,7.07,20.253,6.337,3.265,1.282,12.909,4.934,10.946,-0.702,1.16,-0.346,0.59,-0.336,13.814,7.05,0.987,31.464,7.894,3.947,11.627,5.361,15.615,12.624,12.868,-2.106,4.73,-0.488,5.239,-1.475,-1.943,4.832,2.024,7.68,2.787,12.441,17.67,7.416,4.323,2.045,2.777,3.174,1.058,0.509,1.139,0.59,4.842,0.997,7.894,0.092,-0.295,2.035,-20.508,-4.608,0.081,0.132,8.82,2.95,9.705,4.73,17.192,17.314,8.677
0.66796875,7.131,9.43,15.371,26.113,7.802,3.265,3.235,-2.716,7.863,15.34,0.275,0.183,1.119,-2.34,1.129,4.049,13.397,0.987,35.37,7.406,5.412,8.209,5.361,16.591,15.066,27.028,-1.617,4.242,0.977,6.704,1.943,-4.384,6.297,2.513,10.61,7.67,19.277,15.228,13.763,5.3,6.439,6.683,7.08,1.058,1.485,0.651,1.567,3.377,1.485,6.429,1.556,1.658,3.988,7.812,1.251,2.035,0.621,15.167,9.298,13.611,4.242,19.145,15.361,12.095
0.671875,9.084,11.871,22.207,26.601,9.755,6.683,3.723,10.956,7.375,17.782,2.716,-0.793,1.607,-2.828,2.106,15.767,-9.064,0.498,38.3,7.894,7.853,8.209,5.849,14.15,12.624,31.423,8.148,5.219,2.93,9.633,7.314,0.01,7.273,3.489,15.493,14.994,23.671,7.416,12.299,6.765,7.416,7.172,6.592,-0.407,1.485,-1.302,2.055,-0.529,0.997,1.058,1.068,1.658,3.988,-7.812,-12.421,2.035,0.132,17.12,10.763,14.587,0.824,20.61,13.407,15.513
0.67578125,11.037,12.36,27.089,24.16,10.732,4.242,-1.16,13.397,0.051,13.875,5.157,-0.793,1.119,-0.387,2.594,6.002,-5.646,0.498,39.276,9.359,9.318,11.139,6.826,8.779,9.206,22.146,19.867,6.195,4.883,11.098,9.267,7.334,6.785,4.466,18.911,21.342,22.207,-0.397,7.416,8.23,3.998,4.242,3.174,-1.872,0.02,-2.767,1.078,-3.459,0.509,-4.313,-0.885,-0.295,0.081,8.301,-2.167,0.081,-0.356,15.656,5.88,11.169,-2.594,22.074,13.407,18.931
0.6796875,11.525,11.383,27.578,20.253,10.732,5.219,-1.16,8.514,-2.879,5.575,6.134,0.671,0.142,3.52,2.106,18.697,3.143,0.01,37.323,9.847,9.806,13.092,7.802,2.92,6.276,7.985,22.308,7.172,5.371,10.122,5.849,9.776,5.809,4.954,19.887,24.272,17.812,2.045,5.463,8.718,-1.373,0.336,-1.709,-1.872,-0.956,-2.279,-0.387,-3.459,0.509,-5.778,-1.862,-2.248,-2.36,7.324,3.204,-2.36,-0.844,12.238,0.02,5.798,-3.082,21.586,15.361,19.419
0.68359375,10.061,9.43,23.183,14.394,10.244,12.054,-0.183,26.093,-2.391,-0.285,5.157,2.625,-0.346,6.938,1.617,3.072,-8.575,0.987,34.393,8.87,7.853,11.627,7.802,0.478,6.276,-1.292,11.566,6.683,4.395,6.215,0.478,5.381,4.832,4.466,16.958,21.342,14.394,14.252,5.951,7.741,-4.791,-3.082,-4.15,-0.407,-1.444,-0.326,-0.875,-0.529,1.485,-2.848,-1.862,-2.248,-2.848,-0.977,-7.05,-3.825,-0.356,9.308,-2.909,2.38,-0.641,20.121,18.29,16.978
0.6875,8.596,7.965,15.371,5.605,9.755,2.777,2.747,2.167,9.328,2.645,2.716,4.089,-0.346,8.403,1.617,28.463,8.514,1.475,31.952,6.917,5.9,8.698,6.826,5.361,7.253,0.173,-6.5,5.219,2.441,3.774,-0.01,-0.478,2.391,3.001,12.563,14.018,12.441,26.459,4.486,6.276,-3.815,-2.106,-2.686,1.546,-0.956,2.604,0.102,4.842,2.462,3.499,-0.885,-0.783,-0.407,-0.977,1.74,-2.36,0.621,7.843,-1.933,3.845,2.777,18.656,21.22,13.072
0.69140625,8.108,7.965,6.582,-3.672,8.779,4.242,2.258,13.397,3.957,11.434,0.763,5.066,0.631,8.891,1.617,-19.877,5.585,2.452,30.975,6.429,4.924,6.744,4.873,14.15,5.788,8.962,-19.684,4.242,0.977,4.751,4.384,0.01,-0.539,2.024,9.145,4.74,9.511,27.924,-0.885,4.812,0.58,0.824,1.221,3.499,0.997,5.046,1.078,8.748,2.95,7.406,-0.397,1.658,2.035,-14.16,-9.979,0.081,1.597,8.331,-0.468,9.216,3.265,17.192,22.196,9.654
0.6953125,9.572,9.43,2.187,-9.532,9.267,11.078,-1.648,27.069,-4.344,17.782,-0.214,4.578,1.119,7.914,1.617,-11.576,-4.669,2.452,31.952,7.406,5.9,9.674,3.408,20.986,2.37,16.774,-18.707,4.73,0.977,8.657,7.802,9.288,-2.492,2.024,8.169,-1.607,5.605,17.181,-4.791,5.3,5.463,3.754,4.639,3.499,1.485,5.046,1.567,8.26,2.95,7.894,-0.885,3.611,3.011,-4.395,-1.678,2.523,1.597,9.796,-0.468,13.611,0.336,17.192,21.22,9.165
0.69921875,11.037,11.871,5.117,-7.09,9.267,-5.035,4.211,-8.575,5.422,14.364,0.763,3.601,1.119,7.914,1.129,12.349,10.468,1.963,32.928,9.847,7.365,14.069,3.896,20.986,-1.536,17.751,-3.571,6.195,2.441,13.051,5.849,21.006,-2.004,3.001,10.122,-2.584,4.14,5.951,-1.373,7.253,6.439,3.754,4.639,2.523,0.997,3.581,0.59,4.842,0.997,4.964,-2.838,3.123,1.058,5.371,11.505,2.035,0.132,11.749,-0.956,12.146,-4.059,17.68,17.802,10.63
0.703125,11.525,13.336,12.929,3.164,9.755,-1.129,4.211,1.19,11.77,1.668,2.228,2.625,0.142,7.914,-0.336,-24.272,7.538,0.987,31.952,11.312,8.341,17.487,6.337,13.662,-1.536,13.845,15.472,7.66,3.906,15.004,0.966,25.889,1.902,3.977,13.051,2.787,8.046,2.533,7.416,8.718,2.045,0.336,0.244,0.57,-0.956,1.139,-0.875,0.936,-1.444,1.546,-4.303,1.17,-2.36,-19.531,0.763,-0.895,-1.333,12.238,0.997,5.798,-6.012,17.192,13.407,13.072
0.70703125,10.549,13.824,21.23,16.836,9.755,-1.617,6.165,-8.087,8.352,-10.05,3.204,2.625,-0.346,7.426,-0.824,11.861,1.678,0.498,29.022,11.312,7.853,16.51,8.779,4.384,5.3,9.939,26.703,8.636,3.906,13.54,-0.01,18.565,7.762,4.466,14.516,12.065,16.347,4.974,13.275,8.23,-4.303,-4.059,-5.127,-1.383,-2.909,-0.814,-2.828,-1.506,-2.909,-0.407,-5.768,-2.248,-4.313,-1.465,4.669,-4.313,-2.309,10.284,6.856,-2.014,-4.059,16.215,9.989,14.537
0.7109375,9.084,12.36,25.136,28.554,9.267,2.777,6.165,-1.251,9.816,-12.492,3.693,2.136,-0.834,5.473,-1.312,7.467,3.632,0.01,25.604,8.87,6.388,11.139,10.244,-0.498,13.601,9.939,24.75,7.172,2.93,10.122,3.896,2.94,12.156,3.977,14.516,20.365,22.695,4.486,10.834,7.253,-8.209,-6.989,-8.057,-2.36,-3.398,-1.79,-3.316,-1.994,-3.886,-1.383,-4.791,-4.69,-4.313,-22.949,-12.421,-6.266,-2.797,6.378,12.227,-4.944,0.336,15.727,8.525,15.025
0.71484375,9.084,10.895,23.671,32.949,9.267,6.683,-0.671,13.885,1.516,-3.703,4.181,0.671,-0.834,2.543,-0.336,4.049,5.585,0.498,26.093,6.917,6.388,6.744,9.755,3.408,17.507,14.333,14.008,5.707,2.441,5.727,9.267,-9.755,13.133,3.489,15.004,24.76,23.183,-1.373,4.974,6.276,-8.209,-6.5,-6.592,-2.848,-2.909,-2.767,-2.828,-1.994,-3.398,-2.36,-2.838,-5.666,-2.848,-3.906,-8.026,-5.778,-2.309,1.984,13.692,-1.526,4.242,16.703,9.989,15.513
0.71875,12.014,10.406,18.789,30.996,10.244,2.289,0.793,8.514,7.375,9.481,6.134,-0.793,0.142,-0.875,0.641,5.025,-4.181,0.01,30.975,6.429,7.853,5.28,8.291,13.662,14.089,18.728,5.219,3.754,3.418,3.286,11.22,-11.22,11.18,3.001,16.958,24.272,20.742,-4.303,2.533,6.765,-3.815,-2.594,-2.686,-3.337,-1.444,-3.743,-1.363,-2.97,-1.933,-3.825,-1.373,-5.178,-1.383,-12.207,-2.167,-3.825,-1.821,0.519,8.321,5.31,4.73,20.61,14.384,17.466
0.72265625,14.943,10.895,14.882,24.648,11.22,1.801,3.723,-0.763,1.516,18.27,8.087,-2.258,0.631,-3.316,1.617,7.467,1.678,0.01,37.811,7.894,8.83,7.233,6.337,21.962,7.253,20.681,6.195,2.777,4.395,2.309,7.802,-2.431,8.738,3.489,19.887,20.854,18.789,3.51,4.974,7.741,0.092,0.824,0.244,-3.337,-0.956,-4.72,-0.875,-5.412,-0.956,-3.825,-0.885,-4.201,-1.383,4.883,2.716,-2.848,-2.309,2.472,0.997,10.681,2.289,25.004,19.267,19.419
0.7265625,15.432,11.383,13.906,18.789,12.197,4.242,1.282,6.561,-2.391,17.782,8.575,-3.235,1.119,-3.316,2.106,8.443,3.632,-0.478,42.694,9.847,8.83,10.162,4.873,23.427,3.347,18.239,14.496,3.265,5.371,4.262,4.384,8.799,8.25,4.466,19.887,16.459,18.3,18.158,7.904,8.718,0.092,1.312,-0.244,-4.313,-1.933,-4.72,-0.875,-5.9,-0.468,-3.337,-1.862,-4.201,-2.848,-19.043,2.228,-3.825,-3.286,6.378,-2.909,12.146,-0.153,27.445,22.685,19.908
